,previous_qualification,previous_qualification_grade_,mother_s_qualification,father_s_qualification,mother_s_occupation,father_s_occupation,admission_grade,educational_special_needs,gender,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
3652,39,110.0,19,3,7,10,110.0,0,0,21,0,16.2,0.3,-0.92,Enrolled
3653,1,133.0,38,37,9,9,124.4,0,0,18,0,15.5,2.8,-4.06,Graduate
3654,39,140.0,1,19,9,9,140.0,0,0,20,0,16.2,0.3,-0.92,Enrolled
3655,1,135.0,1,19,4,10,129.4,0,0,18,0,11.1,0.6,2.02,Graduate
3656,39,140.0,1,1,3,5,141.7,0,0,20,0,13.9,-0.3,0.79,Graduate
3657,1,144.0,1,19,4,10,132.1,0,0,19,0,12.7,3.7,-1.7,Graduate
3658,1,122.0,37,3,9,2,116.8,0,0,20,0,13.9,-0.3,0.79,Graduate
3659,1,143.0,19,37,5,8,135.0,0,0,20,0,10.8,1.4,1.74,Graduate
3660,39,150.0,38,1,5,5,150.0,0,0,20,0,12.7,3.7,-1.7,Enrolled
3661,1,124.0,19,1,7,10,116.0,0,0,19,0,13.9,-0.3,0.79,Dropout
3662,1,156.0,3,3,123,122,155.0,0,0,18,0,8.9,1.4,3.51,Graduate
3663,1,142.0,38,38,9,10,127.0,0,0,18,0,10.8,1.4,1.74,Graduate
3664,1,142.0,38,37,9,8,130.8,0,0,19,0,13.9,-0.3,0.79,Graduate
3665,1,126.0,12,37,5,9,121.8,0,0,19,0,12.4,0.5,1.79,Dropout
3666,19,133.1,37,37,9,4,140.0,0,1,43,0,16.2,0.3,-0.92,Enrolled
3667,1,170.0,37,25,0,4,148.5,0,1,47,0,9.4,-0.8,-3.12,Dropout
3668,1,130.0,34,34,99,99,109.8,0,1,23,0,7.6,2.6,0.32,Dropout
3669,1,133.0,19,19,9,9,119.7,0,0,19,1,8.9,1.4,3.51,Graduate
3670,1,122.0,3,3,2,2,122.0,0,0,20,0,12.7,3.7,-1.7,Graduate
3671,1,138.0,1,3,4,4,147.5,0,0,19,0,8.9,1.4,3.51,Graduate
3672,1,163.0,37,37,9,9,150.8,0,0,19,1,15.5,2.8,-4.06,Graduate
3673,39,150.0,19,37,4,7,150.0,0,0,19,0,13.9,-0.3,0.79,Graduate
3674,19,133.1,19,19,144,141,131.5,0,0,39,0,11.1,0.6,2.02,Graduate
3675,1,144.0,1,1,3,5,127.2,0,0,20,0,10.8,1.4,1.74,Graduate
3676,1,118.0,38,19,9,3,111.0,0,0,21,0,7.6,2.6,0.32,Graduate
3677,1,101.0,37,19,9,7,119.9,0,0,22,1,9.4,-0.8,-3.12,Graduate
3678,1,133.0,19,38,5,0,133.7,0,0,19,0,7.6,2.6,0.32,Dropout
3679,1,133.1,1,19,141,114,140.0,0,0,22,0,13.9,-0.3,0.79,Graduate
3680,1,124.0,19,19,3,3,113.9,0,0,19,0,12.7,3.7,-1.7,Graduate
3681,1,127.0,37,38,9,9,120.7,0,1,18,0,7.6,2.6,0.32,Dropout
3682,1,133.1,19,19,9,9,119.8,0,1,26,0,11.1,0.6,2.02,Enrolled
3683,1,110.0,37,37,9,9,121.8,0,1,36,0,12.7,3.7,-1.7,Dropout
3684,1,110.0,19,2,5,5,117.7,0,1,20,0,12.4,0.5,1.79,Graduate
3685,1,160.0,37,37,9,7,110.0,0,1,30,0,15.5,2.8,-4.06,Dropout
3686,1,120.0,1,1,4,10,134.4,0,1,24,0,15.5,2.8,-4.06,Dropout
3687,1,133.1,34,34,0,0,125.3,0,1,26,0,7.6,2.6,0.32,Dropout
3688,1,132.0,19,38,9,7,119.1,0,1,19,0,13.9,-0.3,0.79,Dropout
3689,1,130.0,19,38,9,10,146.0,0,1,34,0,12.4,0.5,1.79,Graduate
3690,1,130.0,1,1,1,1,130.0,0,1,33,0,9.4,-0.8,-3.12,Enrolled
3691,1,129.0,19,1,9,4,122.0,0,1,19,0,9.4,-0.8,-3.12,Graduate
3692,1,130.0,19,1,4,5,118.1,0,1,26,0,8.9,1.4,3.51,Dropout
3693,1,140.0,38,37,7,7,105.2,0,1,29,0,16.2,0.3,-0.92,Dropout
3694,1,131.0,19,37,9,7,123.3,0,1,19,0,8.9,1.4,3.51,Dropout
3695,1,129.0,1,1,9,9,124.8,0,1,18,0,12.7,3.7,-1.7,Dropout
3696,19,133.1,19,37,9,9,149.4,0,1,29,0,11.1,0.6,2.02,Dropout
3697,1,112.0,37,37,9,9,108.5,0,1,21,0,9.4,-0.8,-3.12,Graduate
3698,1,119.0,1,1,4,10,125.0,0,1,19,0,10.8,1.4,1.74,Enrolled
3699,1,133.1,38,38,5,10,101.0,0,1,20,0,15.5,2.8,-4.06,Graduate
3700,1,123.0,3,1,2,5,112.9,0,1,18,0,7.6,2.6,0.32,Dropout
3701,1,131.0,38,37,5,5,120.2,0,1,18,0,15.5,2.8,-4.06,Enrolled
3702,1,120.0,34,34,99,99,111.6,0,1,21,0,10.8,1.4,1.74,Enrolled
3703,1,125.0,1,1,4,2,134.1,0,1,20,0,8.9,1.4,3.51,Dropout
3704,1,133.1,37,37,9,9,101.6,0,1,30,0,12.7,3.7,-1.7,Dropout
3705,1,121.0,37,38,4,1,111.9,0,1,19,0,13.9,-0.3,0.79,Graduate
3706,1,148.0,1,19,9,6,118.4,0,1,30,0,8.9,1.4,3.51,Dropout
3707,1,139.0,38,1,5,5,127.1,0,1,22,0,12.7,3.7,-1.7,Graduate
3708,1,125.0,37,37,5,10,120.5,0,1,22,0,12.4,0.5,1.79,Graduate
3709,1,128.0,1,1,9,10,136.1,0,1,19,0,11.1,0.6,2.02,Dropout
3710,1,132.0,1,19,5,3,124.0,0,1,21,0,7.6,2.6,0.32,Dropout
3711,1,137.0,38,38,151,151,141.6,0,1,21,0,7.6,2.6,0.32,Graduate
3712,39,160.0,19,38,9,9,160.0,0,1,21,0,15.5,2.8,-4.06,Dropout
3713,1,120.0,1,19,4,7,110.0,0,1,27,0,15.5,2.8,-4.06,Dropout
3714,1,134.0,37,37,1,1,100.0,0,1,32,0,13.9,-0.3,0.79,Dropout
3715,12,133.1,37,1,9,3,120.0,0,1,40,0,15.5,2.8,-4.06,Dropout
3716,1,116.0,37,1,5,3,124.8,0,1,20,0,7.6,2.6,0.32,Enrolled
3717,39,140.0,4,4,2,10,140.0,0,1,20,0,12.7,3.7,-1.7,Dropout
3718,1,140.0,37,37,9,9,124.3,0,1,18,0,7.6,2.6,0.32,Graduate
3719,1,122.0,1,38,1,7,118.9,0,1,21,0,12.7,3.7,-1.7,Dropout
3720,1,141.0,19,37,5,8,130.2,0,1,18,0,12.7,3.7,-1.7,Dropout
3721,1,120.0,1,3,144,123,120.0,0,1,19,0,16.2,0.3,-0.92,Enrolled
3722,3,140.0,37,37,7,7,140.0,0,1,30,0,15.5,2.8,-4.06,Dropout
3723,12,133.1,19,1,9,1,130.0,0,1,29,0,15.5,2.8,-4.06,Dropout
3724,1,137.0,1,1,4,4,130.4,0,1,18,0,7.6,2.6,0.32,Dropout
3725,1,122.0,1,1,9,9,116.1,0,1,18,0,9.4,-0.8,-3.12,Dropout
3726,39,130.0,1,1,3,10,130.0,0,1,22,0,15.5,2.8,-4.06,Dropout
3727,1,140.0,37,37,5,5,124.3,0,1,27,0,12.7,3.7,-1.7,Dropout
3728,1,125.0,38,1,9,7,125.0,0,1,20,0,10.8,1.4,1.74,Graduate
3729,2,110.0,19,38,9,10,110.0,0,1,42,0,11.1,0.6,2.02,Graduate
3730,1,133.1,38,38,4,8,115.0,0,1,21,0,15.5,2.8,-4.06,Graduate
3731,1,132.0,1,38,7,7,129.6,1,1,23,0,16.2,0.3,-0.92,Graduate
3732,1,122.0,38,38,9,9,128.8,0,1,21,0,8.9,1.4,3.51,Dropout
3733,1,155.0,4,3,1,1,144.2,0,1,19,0,12.7,3.7,-1.7,Graduate
3734,1,120.0,37,37,7,7,134.0,0,1,40,0,8.9,1.4,3.51,Dropout
3735,1,129.0,19,1,9,5,112.0,0,1,22,0,12.7,3.7,-1.7,Dropout
3736,1,144.0,38,37,9,9,128.8,0,1,19,0,7.6,2.6,0.32,Graduate
3737,1,130.0,19,37,9,9,134.0,0,1,24,0,12.7,3.7,-1.7,Enrolled
3738,1,133.1,3,1,2,4,125.0,0,1,21,0,12.7,3.7,-1.7,Enrolled
3739,1,133.0,3,1,9,3,123.2,0,1,18,0,8.9,1.4,3.51,Graduate
3740,1,131.0,37,37,9,7,118.4,0,1,18,0,7.6,2.6,0.32,Dropout
3741,1,133.1,3,1,3,10,116.2,0,1,24,0,11.1,0.6,2.02,Dropout
3742,1,133.1,37,19,9,3,123.0,0,1,28,0,9.4,-0.8,-3.12,Enrolled
3743,1,118.0,19,38,7,9,113.5,0,0,19,0,12.4,0.5,1.79,Graduate
3744,40,120.0,3,3,4,2,125.0,0,0,28,0,11.1,0.6,2.02,Enrolled
3745,1,133.1,12,1,4,0,134.8,0,0,18,0,7.6,2.6,0.32,Dropout
3746,1,145.0,3,1,4,3,149.9,0,0,19,0,16.2,0.3,-0.92,Graduate
3747,1,125.0,1,1,4,4,119.8,0,0,19,0,9.4,-0.8,-3.12,Graduate
3748,1,125.0,39,3,3,2,125.0,0,0,21,0,10.8,1.4,1.74,Graduate
3749,1,148.0,1,19,4,5,135.1,0,0,18,0,13.9,-0.3,0.79,Dropout
3750,1,139.0,3,19,1,5,138.3,0,0,19,0,9.4,-0.8,-3.12,Graduate
3751,1,130.0,38,38,7,7,122.5,0,0,19,0,10.8,1.4,1.74,Graduate
3752,1,148.0,3,1,2,10,148.0,0,0,20,0,15.5,2.8,-4.06,Graduate
3753,1,130.0,1,1,9,4,126.2,0,0,18,0,12.7,3.7,-1.7,Graduate
3754,6,134.0,37,37,9,9,129.8,0,0,20,0,7.6,2.6,0.32,Graduate
3755,19,133.1,19,37,7,90,104.0,0,0,26,0,10.8,1.4,1.74,Dropout
3756,1,137.0,3,1,3,4,126.7,0,0,18,0,13.9,-0.3,0.79,Dropout
3757,1,130.0,37,37,9,9,120.0,0,0,58,0,9.4,-0.8,-3.12,Graduate
3758,1,137.0,1,3,4,3,124.6,0,0,18,0,15.5,2.8,-4.06,Graduate
3759,1,130.0,1,1,4,3,130.0,0,0,20,0,12.4,0.5,1.79,Enrolled
3760,1,140.0,38,37,6,7,127.3,0,0,20,0,11.1,0.6,2.02,Dropout
3761,1,150.0,37,37,9,9,122.0,0,0,29,0,9.4,-0.8,-3.12,Graduate
3762,3,130.0,1,1,4,10,125.1,0,0,27,0,16.2,0.3,-0.92,Dropout
3763,1,133.1,19,38,5,7,110.0,0,0,21,0,11.1,0.6,2.02,Graduate
3764,1,134.0,1,19,4,9,129.8,0,0,20,0,15.5,2.8,-4.06,Graduate
3765,1,125.0,19,38,3,7,114.9,0,0,19,0,11.1,0.6,2.02,Graduate
3766,1,141.0,37,38,6,6,125.6,0,0,22,0,11.1,0.6,2.02,Graduate
3767,1,138.0,38,37,9,7,125.1,0,0,19,0,15.5,2.8,-4.06,Graduate
3768,1,116.0,37,1,9,8,115.7,0,0,19,0,12.4,0.5,1.79,Dropout
3769,1,122.0,3,3,2,2,112.6,0,0,23,0,7.6,2.6,0.32,Enrolled
3770,1,131.0,1,1,4,4,127.2,0,0,18,0,12.4,0.5,1.79,Dropout
3771,39,140.0,1,19,4,8,140.0,0,0,19,0,12.7,3.7,-1.7,Dropout
3772,39,140.0,1,1,4,3,140.0,0,0,20,0,12.4,0.5,1.79,Graduate
3773,1,127.0,1,38,9,7,120.4,0,0,19,0,11.1,0.6,2.02,Graduate
3774,19,133.1,37,37,9,9,100.0,0,0,26,0,13.9,-0.3,0.79,Dropout
3775,1,117.0,1,19,4,7,113.5,0,0,18,0,11.1,0.6,2.02,Graduate
3776,1,150.0,37,37,4,9,132.1,0,0,29,0,12.7,3.7,-1.7,Dropout
3777,39,160.0,3,1,2,6,160.0,0,0,20,0,16.2,0.3,-0.92,Graduate
3778,1,128.0,19,2,7,3,126.3,0,0,19,0,15.5,2.8,-4.06,Graduate
3779,39,160.0,1,1,4,4,160.0,0,0,23,0,12.4,0.5,1.79,Enrolled
3780,1,126.0,2,3,3,2,100.0,0,0,25,0,10.8,1.4,1.74,Enrolled
3781,1,135.0,3,3,1,1,125.8,0,0,18,0,10.8,1.4,1.74,Graduate
3782,1,139.0,1,38,4,7,142.2,0,0,19,0,9.4,-0.8,-3.12,Graduate
3783,1,125.0,1,19,5,5,119.4,0,0,18,0,12.4,0.5,1.79,Graduate
3784,1,106.0,1,19,4,4,106.4,0,0,19,0,12.4,0.5,1.79,Enrolled
3785,40,120.0,37,19,9,3,120.0,0,0,36,0,8.9,1.4,3.51,Dropout
3786,39,150.0,1,38,4,9,150.0,0,1,20,0,15.5,2.8,-4.06,Enrolled
3787,1,130.0,1,1,2,3,148.6,0,1,20,1,11.1,0.6,2.02,Dropout
3788,1,116.0,38,38,9,8,108.7,0,1,18,0,11.1,0.6,2.02,Dropout
3789,39,130.0,3,1,4,6,130.0,0,1,19,0,12.4,0.5,1.79,Enrolled
3790,1,140.0,1,44,4,2,124.6,0,1,20,0,8.9,1.4,3.51,Dropout
3791,1,134.0,19,19,4,7,131.0,0,1,18,0,15.5,2.8,-4.06,Graduate
3792,39,130.0,3,1,3,6,130.0,0,1,20,0,12.4,0.5,1.79,Dropout
3793,1,122.0,19,1,90,3,116.1,0,1,24,0,9.4,-0.8,-3.12,Dropout
3794,1,128.0,19,38,5,7,125.6,0,1,19,0,8.9,1.4,3.51,Dropout
3795,1,130.0,19,19,7,9,121.3,0,1,18,0,7.6,2.6,0.32,Dropout
3796,1,113.0,4,38,2,7,107.4,0,1,18,0,8.9,1.4,3.51,Graduate
3797,1,126.0,1,19,4,4,116.9,0,1,18,0,8.9,1.4,3.51,Graduate
3798,1,135.0,3,19,1,7,123.5,0,1,22,0,16.2,0.3,-0.92,Dropout
3799,1,141.0,19,38,9,9,130.5,0,1,19,0,11.1,0.6,2.02,Graduate
3800,12,133.1,1,39,5,3,140.0,0,0,32,0,13.9,-0.3,0.79,Dropout
3801,1,133.1,34,19,0,3,117.1,0,0,21,0,7.6,2.6,0.32,Dropout
3802,1,144.0,37,37,6,6,127.5,0,0,19,0,12.7,3.7,-1.7,Graduate
3803,1,140.0,38,37,9,9,126.0,0,0,39,0,12.7,3.7,-1.7,Graduate
3804,10,100.0,34,34,0,0,113.0,0,0,30,0,7.6,2.6,0.32,Graduate
3805,1,135.0,1,19,5,5,130.1,0,0,18,0,9.4,-0.8,-3.12,Dropout
3806,1,130.0,37,37,9,9,110.0,0,0,38,0,7.6,2.6,0.32,Dropout
3807,1,147.0,34,37,5,7,135.8,0,0,20,0,9.4,-0.8,-3.12,Graduate
3808,19,149.0,34,34,0,0,126.3,0,0,55,0,7.6,2.6,0.32,Graduate
3809,2,130.0,34,34,0,0,130.0,0,0,53,0,7.6,2.6,0.32,Dropout
3810,1,120.0,34,34,0,0,104.0,0,0,54,0,7.6,2.6,0.32,Dropout
3811,1,125.0,37,37,9,7,123.6,0,0,18,0,7.6,2.6,0.32,Enrolled
3812,1,133.1,37,37,9,8,121.0,0,0,44,0,8.9,1.4,3.51,Dropout
3813,1,149.0,37,37,9,6,130.5,0,0,28,0,10.8,1.4,1.74,Graduate
3814,43,180.0,19,19,9,4,180.0,0,0,37,0,8.9,1.4,3.51,Graduate
3815,1,110.0,14,14,90,90,112.5,0,0,20,0,7.6,2.6,0.32,Graduate
3816,1,131.0,19,3,3,2,126.1,0,0,18,0,15.5,2.8,-4.06,Enrolled
3817,1,117.0,19,19,9,9,111.8,0,1,19,0,8.9,1.4,3.51,Dropout
3818,1,120.0,38,37,5,9,131.4,0,1,23,0,15.5,2.8,-4.06,Graduate
3819,1,160.0,19,37,6,6,144.3,0,1,22,0,13.9,-0.3,0.79,Dropout
3820,1,100.0,3,19,3,5,115.0,0,1,24,0,11.1,0.6,2.02,Dropout
3821,39,140.0,4,4,4,2,120.0,0,1,22,0,12.4,0.5,1.79,Enrolled
3822,1,160.0,1,38,5,6,168.6,0,1,26,0,13.9,-0.3,0.79,Dropout
3823,1,141.0,37,37,5,5,127.7,0,1,18,0,9.4,-0.8,-3.12,Graduate
3824,39,130.0,38,19,9,9,150.0,0,1,24,0,11.1,0.6,2.02,Dropout
3825,1,142.0,1,38,4,3,129.8,0,1,18,0,10.8,1.4,1.74,Enrolled
3826,1,130.0,1,38,7,8,135.6,0,1,26,0,11.1,0.6,2.02,Dropout
3827,19,133.1,37,37,9,4,100.0,0,1,27,0,16.2,0.3,-0.92,Dropout
3828,39,140.0,37,37,9,6,140.0,0,1,20,0,12.4,0.5,1.79,Graduate
3829,1,129.0,12,1,4,10,124.1,0,1,19,0,7.6,2.6,0.32,Dropout
3830,1,148.0,38,38,4,9,131.6,0,1,18,0,11.1,0.6,2.02,Dropout
3831,1,143.0,1,1,4,4,129.0,0,1,18,0,10.8,1.4,1.74,Graduate
3832,1,128.0,37,37,9,9,135.7,0,1,19,0,10.8,1.4,1.74,Enrolled
3833,1,100.0,37,37,9,9,108.0,0,1,34,0,7.6,2.6,0.32,Enrolled
3834,1,116.0,38,19,8,10,110.8,0,1,19,0,16.2,0.3,-0.92,Dropout
3835,1,128.0,1,19,4,4,124.5,0,1,19,0,9.4,-0.8,-3.12,Graduate
3836,1,120.0,2,2,1,4,100.0,0,1,30,0,15.5,2.8,-4.06,Dropout
3837,1,121.0,1,3,9,3,123.8,0,1,22,0,10.8,1.4,1.74,Dropout
3838,1,137.0,3,38,1,9,131.4,0,1,19,0,15.5,2.8,-4.06,Dropout
3839,1,115.0,38,1,9,8,118.5,0,1,21,0,7.6,2.6,0.32,Dropout
3840,1,129.0,37,37,9,9,122.0,0,1,22,0,7.6,2.6,0.32,Dropout
3841,1,125.0,37,37,9,9,122.9,0,1,19,0,10.8,1.4,1.74,Enrolled
3842,1,125.0,19,38,7,7,118.7,0,1,20,0,15.5,2.8,-4.06,Enrolled
3843,19,133.1,3,1,2,8,100.0,0,1,35,0,13.9,-0.3,0.79,Dropout
3844,1,131.0,37,37,9,9,135.9,0,1,20,0,7.6,2.6,0.32,Dropout
3845,1,133.1,6,11,4,5,138.4,0,1,21,0,7.6,2.6,0.32,Graduate
3846,12,133.1,34,34,99,99,128.2,0,1,27,0,7.6,2.6,0.32,Dropout
3847,1,114.0,37,38,9,5,107.4,0,1,26,0,9.4,-0.8,-3.12,Dropout
3848,1,127.0,1,33,3,3,129.8,0,1,20,0,10.8,1.4,1.74,Dropout
3849,1,130.0,37,37,6,6,100.0,0,1,28,0,15.5,2.8,-4.06,Dropout
3850,1,121.0,19,38,9,7,113.0,0,1,19,0,11.1,0.6,2.02,Graduate
3851,1,120.0,37,19,9,9,107.0,0,1,47,0,12.7,3.7,-1.7,Dropout
3852,12,120.0,37,37,4,9,130.0,0,1,55,0,10.8,1.4,1.74,Dropout
3853,1,120.0,37,37,5,9,120.0,0,1,39,0,16.2,0.3,-0.92,Dropout
3854,1,120.0,37,37,9,9,120.5,0,1,35,0,15.5,2.8,-4.06,Dropout
3855,1,133.1,37,29,0,4,120.5,0,1,32,0,7.6,2.6,0.32,Dropout
3856,1,124.0,3,12,2,9,137.0,0,1,20,0,8.9,1.4,3.51,Graduate
3857,1,150.0,37,37,9,9,115.0,0,1,36,0,12.7,3.7,-1.7,Graduate
3858,19,133.1,38,19,9,10,142.7,0,1,34,0,16.2,0.3,-0.92,Graduate
3859,1,116.0,38,19,0,2,116.7,0,1,21,0,9.4,-0.8,-3.12,Dropout
3860,1,133.1,37,19,3,10,136.1,0,1,42,0,13.9,-0.3,0.79,Dropout
3861,19,133.1,37,19,9,7,134.3,0,1,25,0,12.4,0.5,1.79,Dropout
3862,1,167.0,38,38,6,7,153.0,0,1,18,0,8.9,1.4,3.51,Dropout
3863,1,140.0,19,38,9,9,132.0,0,1,18,0,12.7,3.7,-1.7,Graduate
3864,1,124.0,38,19,9,7,129.6,0,1,19,0,7.6,2.6,0.32,Graduate
3865,1,110.0,3,19,4,6,105.0,0,1,34,0,13.9,-0.3,0.79,Dropout
3866,1,150.0,1,1,4,5,130.8,0,1,20,0,10.8,1.4,1.74,Dropout
3867,1,123.0,37,37,7,7,119.7,0,1,20,0,13.9,-0.3,0.79,Dropout
3868,1,152.0,19,19,4,9,132.5,0,1,21,0,10.8,1.4,1.74,Graduate
3869,39,130.0,1,19,3,10,130.0,0,1,19,0,12.4,0.5,1.79,Graduate
3870,1,133.1,1,1,4,4,120.0,0,1,31,0,9.4,-0.8,-3.12,Dropout
3871,1,133.1,1,37,4,5,150.0,0,1,21,0,11.1,0.6,2.02,Graduate
3872,1,124.0,38,38,9,9,115.6,0,1,20,0,13.9,-0.3,0.79,Graduate
3873,6,119.1,1,19,4,10,119.1,0,1,22,0,7.6,2.6,0.32,Graduate
3874,1,128.0,19,19,3,3,123.5,1,1,19,0,9.4,-0.8,-3.12,Dropout
3875,1,133.1,1,1,90,1,120.0,0,1,41,0,12.7,3.7,-1.7,Dropout
3876,19,133.1,34,34,0,0,110.0,0,1,27,0,7.6,2.6,0.32,Dropout
3877,1,145.0,1,1,4,10,131.4,0,0,19,0,13.9,-0.3,0.79,Dropout
3878,1,141.0,1,1,4,3,126.8,0,0,20,1,9.4,-0.8,-3.12,Graduate
3879,6,118.9,38,37,5,9,118.9,0,0,19,0,7.6,2.6,0.32,Graduate
3880,1,160.0,37,37,9,9,160.0,0,0,35,0,15.5,2.8,-4.06,Graduate
3881,1,111.0,19,12,7,3,115.9,0,0,22,0,13.9,-0.3,0.79,Graduate
3882,1,111.0,1,19,5,7,109.3,0,0,20,0,11.1,0.6,2.02,Graduate
3883,1,123.0,37,38,9,9,113.9,0,0,18,0,10.8,1.4,1.74,Dropout
3884,1,133.0,37,37,9,9,121.8,0,0,18,0,12.4,0.5,1.79,Graduate
3885,3,140.0,1,37,9,5,140.0,0,0,30,0,10.8,1.4,1.74,Graduate
3886,1,122.0,38,38,9,7,114.7,0,0,18,0,11.1,0.6,2.02,Graduate
3887,1,128.0,19,19,7,8,120.0,0,0,20,0,12.4,0.5,1.79,Enrolled
3888,1,108.0,19,38,9,9,107.3,1,0,19,0,12.4,0.5,1.79,Enrolled
3889,1,139.0,38,38,5,3,136.2,0,0,19,0,7.6,2.6,0.32,Graduate
3890,1,130.0,1,38,3,8,119.5,0,0,21,0,15.5,2.8,-4.06,Graduate
3891,1,133.1,1,19,141,182,106.0,0,0,21,0,8.9,1.4,3.51,Enrolled
3892,1,130.0,1,1,9,9,124.1,0,0,18,0,8.9,1.4,3.51,Enrolled
3893,1,143.0,1,1,5,7,133.2,0,0,18,0,12.7,3.7,-1.7,Graduate
3894,1,110.0,37,37,90,90,110.0,0,0,35,0,9.4,-0.8,-3.12,Dropout
3895,1,120.0,1,1,9,6,114.8,0,0,21,1,11.1,0.6,2.02,Enrolled
3896,1,140.0,38,37,9,7,130.0,0,1,18,0,7.6,2.6,0.32,Graduate
3897,1,125.0,19,1,5,5,122.6,0,1,22,0,9.4,-0.8,-3.12,Enrolled
3898,1,134.0,38,1,9,6,133.5,0,1,20,0,15.5,2.8,-4.06,Graduate
3899,1,130.0,37,37,4,7,120.0,0,0,34,0,9.4,-0.8,-3.12,Graduate
3900,3,120.0,37,37,9,9,120.0,0,0,33,0,10.8,1.4,1.74,Enrolled
3901,1,142.0,37,38,9,9,137.3,0,0,22,0,7.6,2.6,0.32,Graduate
3902,1,127.0,37,37,9,6,123.5,0,0,20,0,7.6,2.6,0.32,Enrolled
3903,1,140.0,37,37,6,10,131.8,0,0,35,0,10.8,1.4,1.74,Enrolled
3904,1,140.0,38,37,4,7,130.0,0,0,39,0,9.4,-0.8,-3.12,Dropout
3905,1,142.0,38,37,9,5,128.0,0,0,19,0,11.1,0.6,2.02,Dropout
3906,1,120.0,37,37,9,8,95.0,0,0,36,0,10.8,1.4,1.74,Graduate
3907,1,124.0,37,37,9,9,116.0,0,0,21,0,12.7,3.7,-1.7,Graduate
3908,1,157.0,3,38,1,5,136.7,0,0,22,0,9.4,-0.8,-3.12,Enrolled
3909,1,126.6,38,38,9,7,107.5,0,0,42,0,11.1,0.6,2.02,Graduate
3910,1,110.0,37,37,90,90,108.4,0,0,34,0,10.8,1.4,1.74,Dropout
3911,1,144.0,19,19,4,4,130.7,0,0,20,0,7.6,2.6,0.32,Enrolled
3912,39,160.0,37,19,9,10,155.9,0,0,33,0,13.9,-0.3,0.79,Graduate
3913,1,105.0,1,19,9,6,106.1,0,0,20,0,13.9,-0.3,0.79,Graduate
3914,1,130.0,26,30,0,5,128.6,0,0,19,0,7.6,2.6,0.32,Graduate
3915,3,140.0,37,19,9,4,140.0,0,0,34,0,16.2,0.3,-0.92,Dropout
3916,1,138.0,37,37,9,6,145.0,0,0,18,0,7.6,2.6,0.32,Graduate
3917,1,120.0,38,37,6,6,113.0,0,0,24,0,10.8,1.4,1.74,Graduate
3918,1,135.0,19,12,9,7,137.1,0,0,18,0,7.6,2.6,0.32,Graduate
3919,1,119.0,37,37,10,6,119.7,0,0,20,0,7.6,2.6,0.32,Enrolled
3920,1,121.0,1,1,4,3,120.5,0,0,21,0,10.8,1.4,1.74,Graduate
3921,1,126.0,38,1,9,5,125.7,0,0,19,0,9.4,-0.8,-3.12,Graduate
3922,1,132.0,38,19,5,7,125.5,0,0,19,0,15.5,2.8,-4.06,Graduate
3923,1,128.0,19,19,5,5,124.5,0,0,18,0,12.4,0.5,1.79,Graduate
3924,1,160.0,37,37,5,5,126.0,0,0,38,0,13.9,-0.3,0.79,Graduate
3925,1,125.0,19,19,5,4,136.2,0,1,21,0,8.9,1.4,3.51,Enrolled
3926,1,127.0,1,5,9,10,124.2,0,1,23,1,15.5,2.8,-4.06,Enrolled
3927,1,147.0,19,1,4,3,138.5,0,0,19,0,9.4,-0.8,-3.12,Graduate
3928,1,130.0,38,37,5,3,122.3,0,0,18,0,13.9,-0.3,0.79,Dropout
3929,1,134.0,19,37,5,5,126.0,0,0,18,0,9.4,-0.8,-3.12,Graduate
3930,1,140.0,19,19,9,6,135.4,0,0,24,0,12.4,0.5,1.79,Enrolled
3931,1,151.0,1,1,5,9,146.5,0,0,18,1,12.7,3.7,-1.7,Graduate
3932,1,132.0,3,1,4,9,121.9,0,0,18,0,13.9,-0.3,0.79,Graduate
3933,40,130.0,19,19,7,3,130.0,0,0,26,0,11.1,0.6,2.02,Graduate
3934,1,126.0,19,19,9,9,115.2,0,0,19,0,12.4,0.5,1.79,Enrolled
3935,1,119.0,38,38,9,9,115.2,0,0,19,0,12.7,3.7,-1.7,Dropout
3936,1,123.0,38,37,5,5,125.1,0,0,19,0,16.2,0.3,-0.92,Enrolled
3937,1,106.0,37,37,9,9,108.0,0,0,20,0,9.4,-0.8,-3.12,Dropout
3938,1,121.0,19,19,9,9,125.9,0,0,22,0,9.4,-0.8,-3.12,Enrolled
3939,1,138.0,19,1,5,5,128.0,0,0,19,0,11.1,0.6,2.02,Graduate
3940,1,118.0,3,1,5,10,113.5,0,0,20,0,12.4,0.5,1.79,Graduate
3941,1,120.0,37,37,5,5,124.6,0,0,36,0,10.8,1.4,1.74,Enrolled
3942,19,133.1,19,4,9,4,116.0,0,0,29,0,11.1,0.6,2.02,Dropout
3943,1,141.0,3,3,2,2,124.9,0,0,19,0,12.7,3.7,-1.7,Graduate
3944,1,180.0,1,1,4,8,140.5,0,0,24,0,13.9,-0.3,0.79,Dropout
3945,1,180.0,1,1,4,8,179.6,0,0,27,0,8.9,1.4,3.51,Dropout
3946,1,115.0,37,37,9,8,116.1,0,0,18,0,13.9,-0.3,0.79,Graduate
3947,1,142.0,3,1,2,6,139.4,0,0,18,0,15.5,2.8,-4.06,Graduate
3948,1,135.0,38,37,3,7,129.0,0,0,21,0,12.7,3.7,-1.7,Dropout
